measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,67,Japan,3,Both,22,All ages,498,Hypertensive heart disease,2,Percent,1990,0.013352862656168297,0.014726789859500442,0.0063366506538631495
1,Deaths,195,Namibia,3,Both,22,All ages,587,Diabetes mellitus,2,Percent,1990,0.03209345266608875,0.03717547654992244,0.02723730938825747
1,Deaths,191,Zambia,3,Both,22,All ages,498,Hypertensive heart disease,2,Percent,1992,0.009716196096672645,0.012434334841073062,0.006283299290999235
1,Deaths,20,Viet Nam,3,Both,22,All ages,587,Diabetes mellitus,2,Percent,1990,0.028572067971286093,0.03279164022066815,0.023858691262754184
1,Deaths,178,Eritrea,3,Both,22,All ages,587,Diabetes mellitus,2,Percent,1990,0.006967946320612855,0.009804750680747992,0.005133764997045782
1,Deaths,51,Poland,3,Both,22,All ages,498,Hypertensive heart disease,2,Percent,1990,0.011762476383248947,0.015854255452387823,0.010644451150801735
1,Deaths,115,Jamaica,3,Both,22,All ages,498,Hypertensive heart disease,2,Percent,1990,0.05884829913487789,0.06588796713005533,0.03524992734446664
1,Deaths,94,Switzerland,3,Both,22,All ages,498,Hypertensive heart disease,2,Percent,1992,0.014444120818133002,0.01726001279640961,0.007235654657399007
1,Deaths,17,Sri Lanka,3,Both,22,All ages,498,Hypertensive heart disease,2,Percent,1991,0.016419715561800313,0.018856827674481786,0.014683027913156768
1,Deaths,35,Georgia,3,Both,22,All ages,587,Diabetes mellitus,2,Percent,1990,0.011985337465735798,0.012497580575140794,0.011487062095334866
1,Deaths,320,Cook Islands,3,Both,22,All ages,587,Diabetes mellitus,2,Percent,1990,0.1086931810307302,0.12575788469240778,0.09655117516693357
1,Deaths,52,Romania,3,Both,22,All ages,587,Diabetes mellitus,2,Percent,1990,0.008375045964091162,0.008731255085393519,0.008049170281212329
1,Deaths,416,Tuvalu,3,Both,22,All ages,587,Diabetes mellitus,2,Percent,1990,0.05449462909911019,0.0642435053034532,0.047099290256625057
1,Deaths,396,San Marino,3,Both,22,All ages,498,Hypertensive heart disease,2,Percent,1991,0.011635992816307615,0.015623815362512613,0.009394058272754923
1,Deaths,97,Argentina,3,Both,22,All ages,587,Diabetes mellitus,2,Percent,1991,0.029067862372903836,0.03020275845917309,0.02765683258947232
1,Deaths,18,Thailand,3,Both,22,All ages,498,Hypertensive heart disease,2,Percent,1991,0.0031647578396776094,0.004198249101434813,0.002364366986976801
1,Deaths,109,Cuba,3,Both,22,All ages,498,Hypertensive heart disease,2,Percent,1992,0.007797987167248366,0.011358826189703538,0.006929737498360232
1,Deaths,84,Ireland,3,Both,22,All ages,587,Diabetes mellitus,2,Percent,1990,0.014055244247875126,0.014746116714162212,0.013263932709496697
1,Deaths,82,Greece,3,Both,22,All ages,587,Diabetes mellitus,2,Percent,1990,0.01260663811062089,0.013254503974361908,0.011817956794483487
1,Deaths,208,Guinea,3,Both,22,All ages,498,Hypertensive heart disease,2,Percent,1991,0.0052016252149866245,0.0071226579922407975,0.003104460857989459
1,Deaths,48,Hungary,3,Both,22,All ages,587,Diabetes mellitus,2,Percent,1991,0.012789606942070618,0.013302247371263714,0.012212945759529859
1,Deaths,196,South Africa,3,Both,22,All ages,498,Hypertensive heart disease,2,Percent,1990,0.019581977245051882,0.024075720347554525,0.016894343620665702
1,Deaths,36,Kazakhstan,3,Both,22,All ages,587,Diabetes mellitus,2,Percent,1990,0.007444958069798282,0.007799609520981958,0.007129063935099425
1,Deaths,178,Eritrea,3,Both,22,All ages,498,Hypertensive heart disease,2,Percent,1990,0.009228778473012645,0.014999889521320468,0.005078150931105768
1,Deaths,305,Bermuda,3,Both,22,All ages,587,Diabetes mellitus,2,Percent,1990,0.04032656774013698,0.04309648942594422,0.03749919350755333
1,Deaths,146,Lebanon,3,Both,22,All ages,498,Hypertensive heart disease,2,Percent,1990,0.026623310666494825,0.03973592721465376,0.012686115904726134
1,Deaths,163,India,3,Both,22,All ages,498,Hypertensive heart disease,2,Percent,1990,0.006500662928519148,0.00907453664824402,0.003961518304005308
1,Deaths,115,Jamaica,3,Both,22,All ages,587,Diabetes mellitus,2,Percent,1990,0.09057747952392901,0.09507276440528194,0.08486279585585885
1,Deaths,211,Mali,3,Both,22,All ages,498,Hypertensive heart disease,2,Percent,1990,0.004371481473844738,0.005903670651377595,0.0025153491392545424
1,Deaths,17,Sri Lanka,3,Both,22,All ages,587,Diabetes mellitus,2,Percent,1991,0.0247519223533991,0.027082787626082017,0.022457013515577145
1,Deaths,48,Hungary,3,Both,22,All ages,498,Hypertensive heart disease,2,Percent,1991,0.02493073991418659,0.02915950567870409,0.022425398108996075
1,Deaths,51,Poland,3,Both,22,All ages,587,Diabetes mellitus,2,Percent,1990,0.01591877166587162,0.016346992340617237,0.01529515554513653
1,Deaths,77,Cyprus,3,Both,22,All ages,587,Diabetes mellitus,2,Percent,1992,0.07759774334284308,0.08973476346048627,0.06088278366136506
1,Deaths,196,South Africa,3,Both,22,All ages,587,Diabetes mellitus,2,Percent,1990,0.028763225982363104,0.032395956535415056,0.02477426005218136
1,Deaths,147,Libya,3,Both,22,All ages,498,Hypertensive heart disease,2,Percent,1990,0.018951602111813723,0.02579348229866411,0.009630926434798735
1,Deaths,179,Ethiopia,3,Both,22,All ages,498,Hypertensive heart disease,2,Percent,1990,0.009880861701778782,0.014874488102012773,0.005567040069716135
1,Deaths,212,Mauritania,3,Both,22,All ages,498,Hypertensive heart disease,2,Percent,1990,0.007719722787480602,0.010034069928755891,0.005304065436749965
1,Deaths,34,Azerbaijan,3,Both,22,All ages,498,Hypertensive heart disease,2,Percent,1991,0.021537929496721828,0.02783156825450027,0.017796778680893185
1,Deaths,78,Denmark,3,Both,22,All ages,498,Hypertensive heart disease,2,Percent,1992,0.004201320455230751,0.004873799618883795,0.0035423795372731453
1,Deaths,81,Germany,3,Both,22,All ages,498,Hypertensive heart disease,2,Percent,1991,0.01957659323309583,0.02671939277418966,0.01694308927789718
1,Deaths,422,United States Virgin Islands,3,Both,22,All ages,498,Hypertensive heart disease,2,Percent,1990,0.028133564568557787,0.0342736878702716,0.02404446302198025
1,Deaths,195,Namibia,3,Both,22,All ages,498,Hypertensive heart disease,2,Percent,1990,0.02149463891033474,0.027876999910404585,0.015678534591569822
1,Deaths,52,Romania,3,Both,22,All ages,498,Hypertensive heart disease,2,Percent,1990,0.0330474014515914,0.03603519227607572,0.027341572222955125
1,Deaths,131,Nicaragua,3,Both,22,All ages,587,Diabetes mellitus,2,Percent,1990,0.02327856691051146,0.0257629839193579,0.021194263211927772
1,Deaths,162,Bhutan,3,Both,22,All ages,498,Hypertensive heart disease,2,Percent,1990,0.0059299703155953655,0.008809148772769209,0.003474680194540038
1,Deaths,68,Republic of Korea,3,Both,22,All ages,587,Diabetes mellitus,2,Percent,1990,0.021579061118280334,0.026172226043701254,0.02040905192345086
1,Deaths,14,Maldives,3,Both,22,All ages,498,Hypertensive heart disease,2,Percent,1992,0.0058799582783500845,0.008489031787896775,0.0026752887167667307
1,Deaths,320,Cook Islands,3,Both,22,All ages,498,Hypertensive heart disease,2,Percent,1990,0.08534231387338984,0.10273260055056703,0.06854722041706006
1,Deaths,98,Chile,3,Both,22,All ages,498,Hypertensive heart disease,2,Percent,1991,0.014850344101056514,0.016149264187984375,0.012321066061745477
1,Deaths,211,Mali,3,Both,22,All ages,587,Diabetes mellitus,2,Percent,1990,0.0070960858913163664,0.008355931118402007,0.005992163952810776
1,Deaths,522,Sudan,3,Both,22,All ages,587,Diabetes mellitus,2,Percent,1991,0.004581222341646637,0.006190025200817868,0.003491559873515763
1,Deaths,94,Switzerland,3,Both,22,All ages,587,Diabetes mellitus,2,Percent,1992,0.025970694784434964,0.02761764364748077,0.023460067955124397
1,Deaths,15,Myanmar,3,Both,22,All ages,498,Hypertensive heart disease,2,Percent,1992,0.013271156498370091,0.01812326207721876,0.007703525261494265
1,Deaths,83,Iceland,3,Both,22,All ages,587,Diabetes mellitus,2,Percent,1990,0.009160803060026392,0.009959928291540283,0.00831809981626963
1,Deaths,160,Afghanistan,3,Both,22,All ages,498,Hypertensive heart disease,2,Percent,1991,0.023370384518277512,0.033907485204155534,0.0072008013074849695
1,Deaths,522,Sudan,3,Both,22,All ages,498,Hypertensive heart disease,2,Percent,1991,0.016267202112136312,0.02240674555965778,0.007011372157687296
1,Deaths,132,Panama,3,Both,22,All ages,498,Hypertensive heart disease,2,Percent,1990,0.007415371751166915,0.010929734856494497,0.006321572861042564
1,Deaths,194,Lesotho,3,Both,22,All ages,498,Hypertensive heart disease,2,Percent,1991,0.01917225829693279,0.023990084722464285,0.015461130012954167
1,Deaths,62,Russian Federation,3,Both,22,All ages,587,Diabetes mellitus,2,Percent,1992,0.005432523570708351,0.005561458632529888,0.005301710731121122
1,Deaths,132,Panama,3,Both,22,All ages,587,Diabetes mellitus,2,Percent,1990,0.027508337634923656,0.029424903726684486,0.025375382452506735
1,Deaths,78,Denmark,3,Both,22,All ages,587,Diabetes mellitus,2,Percent,1992,0.01514893426550094,0.015819925261539955,0.014312782772447763
1,Deaths,19,Timor-Leste,3,Both,22,All ages,587,Diabetes mellitus,2,Percent,1991,0.008124083998298337,0.010032397413597974,0.006357029347962261
1,Deaths,62,Russian Federation,3,Both,22,All ages,498,Hypertensive heart disease,2,Percent,1992,0.004824335392413305,0.007179586507927267,0.004428571707153835
1,Deaths,149,Palestine,3,Both,22,All ages,587,Diabetes mellitus,2,Percent,1990,0.035589016201619396,0.04076347038333937,0.03080354290741503
1,Deaths,208,Guinea,3,Both,22,All ages,587,Diabetes mellitus,2,Percent,1991,0.008741808202208571,0.0103095780395275,0.007215250832214705
1,Deaths,37,Kyrgyzstan,3,Both,22,All ages,498,Hypertensive heart disease,2,Percent,1990,0.00881212753472955,0.011484834655600577,0.007493343510321521
1,Deaths,82,Greece,3,Both,22,All ages,498,Hypertensive heart disease,2,Percent,1991,0.011915390630302936,0.014671341137321544,0.010164009694374924
1,Deaths,95,United Kingdom,3,Both,22,All ages,587,Diabetes mellitus,2,Percent,1992,0.01211370229735881,0.01249446124574091,0.01137527823079402
1,Deaths,99,Uruguay,3,Both,22,All ages,587,Diabetes mellitus,2,Percent,1990,0.023433014469397447,0.024557977221933317,0.022083481534712384
1,Deaths,148,Morocco,3,Both,22,All ages,498,Hypertensive heart disease,2,Percent,1990,0.025736555548045575,0.03637678575226814,0.01245948733754221
1,Deaths,206,Gambia,3,Both,22,All ages,498,Hypertensive heart disease,2,Percent,1992,0.004749101428187399,0.006087812571737989,0.0033147260038321248
1,Deaths,6,China,3,Both,22,All ages,587,Diabetes mellitus,2,Percent,1990,0.008393867166236817,0.009125600473009872,0.007883660323683282
1,Deaths,164,Nepal,3,Both,22,All ages,587,Diabetes mellitus,2,Percent,1990,0.004262036483394527,0.005033306085127329,0.003550148369769961
1,Deaths,16,Philippines,3,Both,22,All ages,498,Hypertensive heart disease,2,Percent,1992,0.013651701593761452,0.01593964017826883,0.01237928979458954
1,Deaths,349,Greenland,3,Both,22,All ages,498,Hypertensive heart disease,2,Percent,1990,0.0060139041328699724,0.0070635028965800335,0.005152896922905248
1,Deaths,18,Thailand,3,Both,22,All ages,587,Diabetes mellitus,2,Percent,1991,0.030020939014859638,0.034123812695926126,0.026460631797514275
1,Deaths,79,Finland,3,Both,22,All ages,587,Diabetes mellitus,2,Percent,1992,0.011690927286890198,0.01230103671054079,0.010894847951046425
1,Deaths,80,France,3,Both,22,All ages,498,Hypertensive heart disease,2,Percent,1991,0.010253464054810901,0.0115733946092779,0.006923937984663973
1,Deaths,38,Mongolia,3,Both,22,All ages,498,Hypertensive heart disease,2,Percent,1990,0.010526016976813315,0.012337056246291262,0.005896679660731115
1,Deaths,66,Brunei Darussalam,3,Both,22,All ages,498,Hypertensive heart disease,2,Percent,1991,0.014885487803043444,0.017843367070508154,0.012450264680010268
1,Deaths,197,Eswatini,3,Both,22,All ages,498,Hypertensive heart disease,2,Percent,1990,0.016897807910142323,0.020270749869257237,0.013690774566226803
1,Deaths,36,Kazakhstan,3,Both,22,All ages,498,Hypertensive heart disease,2,Percent,1990,0.011444588395636918,0.02132114375181925,0.009401264275970177
1,Deaths,179,Ethiopia,3,Both,22,All ages,587,Diabetes mellitus,2,Percent,1990,0.011825992498170028,0.015544879025132727,0.00994991155321477
1,Deaths,116,Saint Lucia,3,Both,22,All ages,587,Diabetes mellitus,2,Percent,1990,0.08015412187179684,0.0846887843846144,0.07499562904973435
1,Deaths,180,Kenya,3,Both,22,All ages,587,Diabetes mellitus,2,Percent,1990,0.010597973393042604,0.01200160998409776,0.00942501200469494
1,Deaths,22,Fiji,3,Both,22,All ages,587,Diabetes mellitus,2,Percent,1990,0.11549716364488434,0.140212860773888,0.1022332697776945
1,Deaths,193,Botswana,3,Both,22,All ages,587,Diabetes mellitus,2,Percent,1992,0.028423085407694546,0.03435689920969189,0.0230959943186697
1,Deaths,212,Mauritania,3,Both,22,All ages,587,Diabetes mellitus,2,Percent,1990,0.014347378477362347,0.016616288913301573,0.0121796708978804
1,Deaths,205,Côte d'Ivoire,3,Both,22,All ages,498,Hypertensive heart disease,2,Percent,1992,0.0035058021473477045,0.004691044596857177,0.00223240798331886
1,Deaths,180,Kenya,3,Both,22,All ages,498,Hypertensive heart disease,2,Percent,1990,0.010813799280764157,0.01666054115040576,0.006570746995246681
1,Deaths,116,Saint Lucia,3,Both,22,All ages,498,Hypertensive heart disease,2,Percent,1990,0.02912612153842788,0.03268724453113894,0.024164519385221097
1,Deaths,141,Egypt,3,Both,22,All ages,587,Diabetes mellitus,2,Percent,1992,0.01610450258131512,0.017361744493190407,0.014988354423355816
1,Deaths,85,Israel,3,Both,22,All ages,498,Hypertensive heart disease,2,Percent,1990,0.011901818374394668,0.013555056565024712,0.006524215242301825
1,Deaths,6,China,3,Both,22,All ages,498,Hypertensive heart disease,2,Percent,1990,0.02890090407624279,0.03154605553859577,0.021799406825965727
1,Deaths,148,Morocco,3,Both,22,All ages,587,Diabetes mellitus,2,Percent,1990,0.010149961030595013,0.014067259499477187,0.008214584525279973
1,Deaths,38,Mongolia,3,Both,22,All ages,587,Diabetes mellitus,2,Percent,1990,0.0028461975810238033,0.0032405724814325073,0.0025304591719584463
1,Deaths,95,United Kingdom,3,Both,22,All ages,587,Diabetes mellitus,2,Percent,1991,0.012238390889140959,0.012617233113866947,0.01149557021229345
1,Deaths,69,Singapore,3,Both,22,All ages,587,Diabetes mellitus,2,Percent,1990,0.026515632516790476,0.027758792288804165,0.025087318058599355
1,Deaths,53,Serbia,3,Both,22,All ages,498,Hypertensive heart disease,2,Percent,1990,0.02074920770136117,0.0262164640205739,0.01746104005355656
1,Deaths,68,Republic of Korea,3,Both,22,All ages,498,Hypertensive heart disease,2,Percent,1991,0.013723294406834856,0.014992031937194585,0.010877194337506006
1,Deaths,416,Tuvalu,3,Both,22,All ages,498,Hypertensive heart disease,2,Percent,1991,0.022431238355633386,0.03014750040524822,0.014526355450809481
1,Deaths,95,United Kingdom,3,Both,22,All ages,498,Hypertensive heart disease,2,Percent,1992,0.004957324593972736,0.00889069144821506,0.004358915635604399
1,Deaths,101,Canada,3,Both,22,All ages,587,Diabetes mellitus,2,Percent,1990,0.02274397248649339,0.023858438952223893,0.021072147127551948
1,Deaths,84,Ireland,3,Both,22,All ages,498,Hypertensive heart disease,2,Percent,1990,0.004651354432434551,0.005765734307278854,0.004091714045243491
1,Deaths,86,Italy,3,Both,22,All ages,498,Hypertensive heart disease,2,Percent,1990,0.021081826103580142,0.02295158402183623,0.015735775196189475
1,Deaths,99,Uruguay,3,Both,22,All ages,587,Diabetes mellitus,2,Percent,1991,0.02430454096473357,0.02548927636181609,0.022803330023025016
1,Deaths,68,Republic of Korea,3,Both,22,All ages,498,Hypertensive heart disease,2,Percent,1990,0.014285827266114973,0.01578244526610367,0.01104138891376799
1,Deaths,127,El Salvador,3,Both,22,All ages,587,Diabetes mellitus,2,Percent,1991,0.01746087953444217,0.019401630075996417,0.01612888048311799
1,Deaths,110,Dominica,3,Both,22,All ages,587,Diabetes mellitus,2,Percent,1992,0.07729310685249989,0.08355080745799502,0.07104194337391177
1,Deaths,17,Sri Lanka,3,Both,22,All ages,587,Diabetes mellitus,2,Percent,1992,0.026968026359733985,0.029335077820383512,0.024515691534954875
1,Deaths,22,Fiji,3,Both,22,All ages,498,Hypertensive heart disease,2,Percent,1990,0.02410695127278778,0.028783140154525794,0.019575705747641767
1,Deaths,133,Venezuela (Bolivarian Republic of),3,Both,22,All ages,587,Diabetes mellitus,2,Percent,1990,0.034752682572244564,0.036292529428504056,0.03303650925191996
1,Deaths,35,Georgia,3,Both,22,All ages,587,Diabetes mellitus,2,Percent,1991,0.011838233679261486,0.012332470207143634,0.011329369791863848
1,Deaths,20,Viet Nam,3,Both,22,All ages,498,Hypertensive heart disease,2,Percent,1991,0.026387889795151293,0.03360783635340081,0.0172004606267112
1,Deaths,97,Argentina,3,Both,22,All ages,498,Hypertensive heart disease,2,Percent,1992,0.01863558640619782,0.023127084831967945,0.016668625717347015
1,Deaths,79,Finland,3,Both,22,All ages,498,Hypertensive heart disease,2,Percent,1992,0.009165787899987777,0.011204626833322708,0.007739428051793534
1,Deaths,211,Mali,3,Both,22,All ages,498,Hypertensive heart disease,2,Percent,1991,0.004473443988086363,0.006062461042479412,0.0025831185175010556
1,Deaths,54,Slovakia,3,Both,22,All ages,498,Hypertensive heart disease,2,Percent,1990,0.006986633692218008,0.014048583583246264,0.005866982596865122
1,Deaths,351,Guam,3,Both,22,All ages,498,Hypertensive heart disease,2,Percent,1990,0.059671290771693745,0.06887423949317115,0.03639516179403643
1,Deaths,144,Jordan,3,Both,22,All ages,498,Hypertensive heart disease,2,Percent,1991,0.03639566299367901,0.04399399310433286,0.029070191136688885
1,Deaths,8,Taiwan (Province of China),3,Both,22,All ages,498,Hypertensive heart disease,2,Percent,1990,0.024096607842183804,0.026205107361202087,0.015554319200041812
1,Deaths,66,Brunei Darussalam,3,Both,22,All ages,587,Diabetes mellitus,2,Percent,1992,0.08207242594681455,0.09391756214094346,0.07321418638495178
1,Deaths,83,Iceland,3,Both,22,All ages,587,Diabetes mellitus,2,Percent,1991,0.00932450748663031,0.010127618493414823,0.008423059487250334
1,Deaths,24,Marshall Islands,3,Both,22,All ages,498,Hypertensive heart disease,2,Percent,1990,0.021002832223632893,0.028474137295150276,0.013489633992289706
1,Deaths,40,Turkmenistan,3,Both,22,All ages,498,Hypertensive heart disease,2,Percent,1990,0.008053688132097052,0.010210511324593075,0.006846949513502919
1,Deaths,349,Greenland,3,Both,22,All ages,587,Diabetes mellitus,2,Percent,1990,0.011102563998602821,0.01251308217684551,0.009889050211520683
1,Deaths,67,Japan,3,Both,22,All ages,498,Hypertensive heart disease,2,Percent,1991,0.012861527331426797,0.014178025598707726,0.006423652436245348
1,Deaths,150,Oman,3,Both,22,All ages,498,Hypertensive heart disease,2,Percent,1990,0.013297889078603855,0.018544953031802067,0.010135490129909483
1,Deaths,54,Slovakia,3,Both,22,All ages,587,Diabetes mellitus,2,Percent,1990,0.015392924614411881,0.016764378237718782,0.014150196109283263
1,Deaths,135,Brazil,3,Both,22,All ages,587,Diabetes mellitus,2,Percent,1990,0.027729793063761513,0.028840278193990314,0.02636560400667442
1,Deaths,164,Nepal,3,Both,22,All ages,498,Hypertensive heart disease,2,Percent,1990,0.004808370156740105,0.008061184687322859,0.0030863309046856215
1,Deaths,182,Malawi,3,Both,22,All ages,498,Hypertensive heart disease,2,Percent,1990,0.007966513348163163,0.011676260224420781,0.004690417681657978
1,Deaths,20,Viet Nam,3,Both,22,All ages,498,Hypertensive heart disease,2,Percent,1990,0.02620106763489367,0.033564552623467345,0.017128751320776917
1,Deaths,111,Dominican Republic,3,Both,22,All ages,587,Diabetes mellitus,2,Percent,1991,0.022019214784858642,0.023962530091276416,0.02024116490484936
1,Deaths,109,Cuba,3,Both,22,All ages,587,Diabetes mellitus,2,Percent,1992,0.03268489452386002,0.03403031670373009,0.030917770615964263
1,Deaths,53,Serbia,3,Both,22,All ages,587,Diabetes mellitus,2,Percent,1990,0.022828036273695736,0.025569275382599854,0.019120117734793333
1,Deaths,112,Grenada,3,Both,22,All ages,498,Hypertensive heart disease,2,Percent,1991,0.026857762263919477,0.031211111296729186,0.023541168246985992
1,Deaths,128,Guatemala,3,Both,22,All ages,498,Hypertensive heart disease,2,Percent,1991,0.003678903645289764,0.004321670278443211,0.0032309254412938694
1,Deaths,102,United States of America,3,Both,22,All ages,498,Hypertensive heart disease,2,Percent,1990,0.011128746577739136,0.011952841524567957,0.009432771101444597
1,Deaths,396,San Marino,3,Both,22,All ages,587,Diabetes mellitus,2,Percent,1991,0.015540985525977208,0.01761350367438859,0.013509478111635675
1,Deaths,196,South Africa,3,Both,22,All ages,587,Diabetes mellitus,2,Percent,1992,0.030575770011355117,0.03409559479691266,0.027154350809400127
1,Deaths,198,Zimbabwe,3,Both,22,All ages,498,Hypertensive heart disease,2,Percent,1990,0.009427206752764311,0.01330940023468862,0.0074276103144396595
1,Deaths,117,Saint Vincent and the Grenadines,3,Both,22,All ages,587,Diabetes mellitus,2,Percent,1990,0.0859817564897732,0.09224053949692658,0.07930970362657401
1,Deaths,98,Chile,3,Both,22,All ages,587,Diabetes mellitus,2,Percent,1992,0.02194703163425935,0.022834306458959463,0.020912881236401473
1,Deaths,119,Trinidad and Tobago,3,Both,22,All ages,587,Diabetes mellitus,2,Percent,1990,0.12186697637736822,0.12602574711089268,0.11729003135636167
1,Deaths,25,Micronesia (Federated States of),3,Both,22,All ages,587,Diabetes mellitus,2,Percent,1990,0.05074195215774934,0.058917410876607214,0.04284679627394285
1,Deaths,87,Luxembourg,3,Both,22,All ages,587,Diabetes mellitus,2,Percent,1990,0.015459802319386848,0.0166182698614456,0.014223158371761763
1,Deaths,7,Democratic People's Republic of Korea,3,Both,22,All ages,498,Hypertensive heart disease,2,Percent,1991,0.015179604608343444,0.020881732959533227,0.010377939013987572
1,Deaths,82,Greece,3,Both,22,All ages,587,Diabetes mellitus,2,Percent,1992,0.011668406038882308,0.012249331452613687,0.010967030312001871
1,Deaths,63,Ukraine,3,Both,22,All ages,498,Hypertensive heart disease,2,Percent,1992,0.001327932272062097,0.0021800135365452277,0.0011158160606971612
1,Deaths,101,Canada,3,Both,22,All ages,498,Hypertensive heart disease,2,Percent,1991,0.003108287800403058,0.0034090675781752173,0.002420308391200324
1,Deaths,19,Timor-Leste,3,Both,22,All ages,498,Hypertensive heart disease,2,Percent,1992,0.007085989326190735,0.01029796480900175,0.004087544251028915
1,Deaths,151,Qatar,3,Both,22,All ages,587,Diabetes mellitus,2,Percent,1990,0.049276143551889695,0.05582040984909387,0.044335882659277945
